,Serie,Date,Value
5260,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-01-25,0.0
5261,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-01-25,0.0
5262,Email-Email-NA-Nurture-Pre Sale-Members,2023-01-25,25.0
5263,Email-Email-NA-Nurture-Pre Sale-Spend,2023-01-25,0.0
5264,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-01-25,0.0
5265,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-01-26,127.0
5266,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-01-26,0.0
5267,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-01-26,0.0
5268,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-01-27,235.0
5269,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-01-27,0.0
5270,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-01-27,0.0
5271,Email-Email-NA-Nurture-Pre Sale-Members,2023-01-27,28.0
5272,Email-Email-NA-Nurture-Pre Sale-Spend,2023-01-27,0.0
5273,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-01-27,0.0
5274,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-01-28,127.0
5275,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-01-28,0.0
5276,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-01-28,0.0
5277,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-01-29,109.0
5278,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-01-29,0.0
5279,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-01-29,0.0
5280,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-01-30,158.0
5281,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-01-30,0.0
5282,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-01-30,0.0
5283,Email-Email-NA-Nurture-Pre Sale-Members,2023-01-30,19.0
5284,Email-Email-NA-Nurture-Pre Sale-Spend,2023-01-30,0.0
5285,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-01-30,0.0
5286,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-01-31,139.0
5287,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-01-31,0.0
5288,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-01-31,0.0
5289,Email-Email-NA-Nurture-Pre Sale-Members,2023-01-31,29.0
5290,Email-Email-NA-Nurture-Pre Sale-Spend,2023-01-31,0.0
5291,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-01-31,0.0
5292,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-01,168.0
5293,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-01,0.0
5294,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-01,0.0
5295,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-01,20.0
5296,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-01,0.0
5297,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-01,0.0
5298,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-02,229.0
5299,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-02,0.0
5300,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-02,0.0
5301,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-02,23.0
5302,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-02,0.0
5303,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-02,0.0
5304,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-03,132.0
5305,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-03,0.0
5306,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-03,0.0
5307,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-03,32.0
5308,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-03,0.0
5309,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-03,0.0
5310,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-04,95.0
5311,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-04,0.0
5312,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-04,0.0
5313,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-05,94.0
5314,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-05,0.0
5315,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-05,0.0
5316,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-06,98.0
5317,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-06,0.0
5318,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-06,0.0
5319,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-06,4.0
5320,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-06,0.0
5321,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-06,0.0
5322,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-07,66.0
5323,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-07,0.0
5324,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-07,0.0
5325,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-07,41.0
5326,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-07,0.0
5327,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-07,0.0
5328,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-08,90.0
5329,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-08,0.0
5330,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-08,0.0
5331,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-08,355.0
5332,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-08,0.0
5333,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-08,0.0
5334,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-09,173.0
5335,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-09,0.0
5336,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-09,0.0
5337,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-10,92.0
5338,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-10,0.0
5339,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-10,0.0
5340,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-10,26.0
5341,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-10,0.0
5342,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-10,0.0
5343,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-11,128.0
5344,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-11,0.0
5345,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-11,0.0
5346,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-12,65.0
5347,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-12,0.0
5348,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-12,0.0
5349,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-13,119.0
5350,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-13,0.0
5351,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-13,0.0
5352,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-13,10.0
5353,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-13,0.0
5354,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-13,0.0
5355,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-14,111.0
5356,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-14,0.0
5357,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-14,0.0
5358,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-14,35.0
5359,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-14,0.0
5360,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-14,0.0
5361,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-15,181.0
5362,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-15,0.0
5363,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-15,0.0
5364,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-15,30.0
5365,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-15,0.0
5366,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-15,0.0
5367,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-16,57.0
5368,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-16,0.0
5369,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-16,0.0
5370,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-16,6.0
5371,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-16,0.0
5372,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-16,0.0
5373,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-17,91.0
5374,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-17,0.0
5375,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-17,0.0
5376,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-17,18.0
5377,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-17,0.0
5378,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-17,0.0
5379,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-18,82.0
5380,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-18,0.0
5381,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-18,0.0
5382,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-19,51.0
5383,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-19,0.0
5384,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-19,0.0
5385,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-20,129.0
5386,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-20,0.0
5387,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-20,0.0
5388,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-20,8.0
5389,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-20,0.0
5390,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-20,0.0
5391,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-21,77.0
5392,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-21,0.0
5393,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-21,0.0
5394,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-21,52.0
5395,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-21,0.0
5396,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-21,0.0
5397,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-22,105.0
5398,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-22,0.0
5399,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-22,0.0
5400,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-22,39.0
5401,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-22,0.0
5402,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-22,0.0
5403,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-23,70.0
5404,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-23,0.0
5405,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-23,0.0
5406,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-23,8.0
5407,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-23,0.0
5408,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-23,0.0
5409,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-24,84.0
5410,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-24,0.0
5411,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-24,0.0
5412,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-24,5.0
5413,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-24,0.0
5414,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-24,0.0
5415,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-25,114.0
5416,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-25,0.0
5417,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-25,0.0
5418,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-26,79.0
5419,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-26,0.0
5420,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-26,0.0
5421,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-27,139.0
5422,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-27,0.0
5423,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-27,0.0
5424,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-27,2.0
5425,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-27,0.0
5426,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-27,0.0
5427,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-02-28,108.0
5428,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-02-28,0.0
5429,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-02-28,0.0
5430,Email-Email-NA-Nurture-Pre Sale-Members,2023-02-28,3.0
5431,Email-Email-NA-Nurture-Pre Sale-Spend,2023-02-28,0.0
5432,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-02-28,0.0
5433,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-01,219.0
5434,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-01,0.0
5435,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-01,0.0
5436,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-01,28.0
5437,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-01,0.0
5438,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-01,0.0
5439,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-02,161.0
5440,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-02,0.0
5441,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-02,0.0
5442,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-02,8.0
5443,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-02,0.0
5444,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-02,0.0
5445,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-03,192.0
5446,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-03,0.0
5447,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-03,0.0
5448,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-03,5.0
5449,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-03,0.0
5450,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-03,0.0
5451,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-04,90.0
5452,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-04,0.0
5453,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-04,0.0
5454,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-05,119.0
5455,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-05,0.0
5456,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-05,0.0
5457,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-06,119.0
5458,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-06,0.0
5459,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-06,0.0
5460,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-06,3.0
5461,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-06,0.0
5462,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-06,0.0
5463,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-07,101.0
5464,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-07,0.0
5465,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-07,0.0
5466,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-07,8.0
5467,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-07,0.0
5468,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-07,0.0
5469,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-08,217.0
5470,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-08,0.0
5471,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-08,0.0
5472,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-08,17.0
5473,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-08,0.0
5474,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-08,0.0
5475,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-09,777.0
5476,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-09,0.0
5477,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-09,0.0
5478,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-09,4.0
5479,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-09,0.0
5480,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-09,0.0
5481,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-10,627.0
5482,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-10,0.0
5483,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-10,0.0
5484,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-10,6.0
5485,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-10,0.0
5486,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-10,0.0
5487,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-11,218.0
5488,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-11,0.0
5489,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-11,0.0
5490,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-12,304.0
5491,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-12,0.0
5492,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-12,0.0
5493,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-13,181.0
5494,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-13,0.0
5495,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-13,0.0
5496,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-13,8.0
5497,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-13,0.0
5498,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-13,0.0
5499,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-14,181.0
5500,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-14,0.0
5501,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-14,0.0
5502,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-14,18.0
5503,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-14,0.0
5504,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-14,0.0
5505,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-15,162.0
5506,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-15,0.0
5507,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-15,0.0
5508,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-15,18.0
5509,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-15,0.0
5510,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-15,0.0
5511,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-16,199.0
5512,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-16,0.0
5513,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-16,0.0
5514,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-16,10.0
5515,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-16,0.0
5516,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-16,0.0
5517,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-17,195.0
5518,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-17,0.0
5519,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-17,0.0
5520,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-17,8.0
5521,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-17,0.0
5522,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-17,0.0
5523,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-18,118.0
5524,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-18,0.0
5525,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-18,0.0
5526,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-19,220.0
5527,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-19,0.0
5528,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-19,0.0
5529,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-20,184.0
5530,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-20,0.0
5531,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-20,0.0
5532,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-20,14.0
5533,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-20,0.0
5534,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-20,0.0
5535,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-21,89.0
5536,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-21,0.0
5537,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-21,0.0
5538,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-21,15.0
5539,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-21,0.0
5540,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-21,0.0
5541,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-22,110.0
5542,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-22,0.0
5543,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-22,0.0
5544,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-22,1.0
5545,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-22,0.0
5546,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-22,0.0
5547,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-23,86.0
5548,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-23,0.0
5549,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-23,0.0
5550,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-23,8.0
5551,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-23,0.0
5552,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-23,0.0
5553,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-24,107.0
5554,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-24,0.0
5555,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-24,0.0
5556,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-24,4.0
5557,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-24,0.0
5558,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-24,0.0
5559,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-25,116.0
5560,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-25,0.0
5561,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-25,0.0
5562,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-26,328.0
5563,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-26,0.0
5564,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-26,0.0
5565,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-27,209.0
5566,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-27,0.0
5567,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-27,0.0
5568,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-27,8.0
5569,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-27,0.0
5570,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-27,0.0
5571,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-28,118.0
5572,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-28,0.0
5573,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-28,0.0
5574,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-28,4.0
5575,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-28,0.0
5576,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-28,0.0
5577,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-29,144.0
5578,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-29,0.0
5579,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-29,0.0
5580,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-29,5.0
5581,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-29,0.0
5582,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-29,0.0
5583,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-30,127.0
5584,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-30,0.0
5585,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-30,0.0
5586,Email-Email-NA-Nurture-Pre Sale-Members,2023-03-30,1.0
5587,Email-Email-NA-Nurture-Pre Sale-Spend,2023-03-30,0.0
5588,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-03-30,0.0
5589,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-03-31,72.0
5590,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-03-31,0.0
5591,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-03-31,0.0
5592,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-01,67.0
5593,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-01,0.0
5594,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-01,0.0
5595,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-02,50.0
5596,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-02,0.0
5597,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-02,0.0
5598,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-03,148.0
5599,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-03,0.0
5600,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-03,0.0
5601,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-03,26.0
5602,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-03,0.0
5603,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-03,0.0
5604,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-04,158.0
5605,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-04,0.0
5606,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-04,0.0
